"","number","contract_name","name","address","banking","bonus","bike_stands","available_bike_stands","available_bikes","status","last_update","position.lat","position.lng"
"419",5030,"lyon","5030 - CHARCOT / RÉSIDENCE UNIVERSITAIRE","Angle rue du fort Ste Irénée / Charcot",TRUE,TRUE,32,28,4,"OPEN",1695363208000,45.755054,4.807811
"420",8039,"lyon","8039 - PIERRE DELORE","97 ROUTE DE VIENNE",TRUE,FALSE,20,8,12,"OPEN",1695363064000,45.738617,4.852412
"421",7062,"lyon","7062 - GARIBALDI / DOMER","51 RUE DOMER",TRUE,FALSE,19,16,3,"OPEN",1695363217000,45.747735,4.85162
"422",2002,"lyon","2002 - BELLECOUR / ST EXUPÉRY","PLACE BELLECOUR Côté rue Lintier",TRUE,FALSE,40,39,1,"OPEN",1695363254000,45.758149,4.830428
"423",3087,"lyon","3087 - PART-DIEU / GARIBALDI","4 BVD EUGENE DERUELLE",TRUE,FALSE,20,14,6,"OPEN",1695363256000,45.762768,4.852563
"424",9004,"lyon","9004 - GARE DE VAISE","Face entrée de la gare",TRUE,FALSE,22,9,13,"OPEN",1695363206000,45.779786,4.804666
"425",8002,"lyon","8002- PLACE AMBROISE COURTOIS","Face au cours Albert Thomas",TRUE,FALSE,20,13,7,"OPEN",1695363258000,45.745296,4.871604
"426",10007,"lyon","10007 - PIATON / CONDORCET","Av Piaton / angle Condorcet",FALSE,FALSE,20,9,11,"OPEN",1695363178000,45.774204,4.867512
"427",9033,"lyon","9033 - GORGE DE LOUP","49 RUE SGT BERTHET",TRUE,FALSE,40,29,10,"OPEN",1695363036000,45.767484,4.805626
"428",5001,"lyon","5001 - PLACE VARILLON (FUNICULAIRE ST JUST)","Devant le n°63 rue de Trion",TRUE,TRUE,23,21,1,"OPEN",1695363257000,45.757319,4.815064
"429",3018,"lyon","3018 - CRÉQUI / VOLTAIRE","Angle rue Paul Bert",TRUE,FALSE,30,23,7,"OPEN",1695363046000,45.756596,4.848442
